step,Time,Hour,Minute,minute_of_day,ep_fridge_an_kw,ep_washer_an_kw,ep_dryer_bn_kw,boosterpump_abn_kw,ep_pump_kw,l2_bathroom1_an_kw,l3_socket1_an_kw,l1_airc_abn_kw,l2_airc1_abn_kw,l2_airc2_abn_kw,l3_airc_abn_kw,ep_1f_lighting1_an_kw,ep_1f_lighting2_bn_kw,ep_2f_lighting1_an_kw,ep_2f_lighting2_bn_kw,ep_3f_lighting1_an_kw,ep_3f_lighting2_bn_kw,l1_lighting1_an_kw,l1_lighting2_bn_kw,l2_lighting1_an_kw,l2_lighting2_bn_kw,l3_lighting1_an_kw,l3_lighting2_bn_kw,ep_1f_wifi_an_kw,ep_1f_socket_bn_kw,ep_kitchen_bn_kw,ep_2f_socket1_an_kw,ep_2f_socket2_bn_kw,l1_socket1_an_kw,l1_socket2_bn_kw,l1_socket3_an_kw,l1_socket4_bn_kw,l1_socket5_an_kw,l1_socket6_bn_kw,l1_kitchen_abn_kw,l2_socket1_an_kw,l2_socket2_bn_kw,l2_socket3_an_kw,l2_socket4_bn_kw,l2_socket5_an_kw,l2_socket6_bn_kw,l2_socket7_an_kw,l2_socket8_bn_kw,l2_bathroom2_bn_kw,l3_socket2_bn_kw,l3_socket3_an_kw,l3_socket4_bn_kw,l3_socket5_an_kw,l3_socket6_bn_kw,l3_socket7_an_kw,l3_socket8_bn_kw,total_power_kw,energy_kwh
345,05:45,5,45,345,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
346,05:46,5,46,346,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
347,05:47,5,47,347,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
348,05:48,5,48,348,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
349,05:49,5,49,349,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
350,05:50,5,50,350,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
351,05:51,5,51,351,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
352,05:52,5,52,352,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
353,05:53,5,53,353,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
354,05:54,5,54,354,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
355,05:55,5,55,355,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
356,05:56,5,56,356,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
357,05:57,5,57,357,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
358,05:58,5,58,358,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
359,05:59,5,59,359,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
360,06:00,6,0,360,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
361,06:01,6,1,361,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
362,06:02,6,2,362,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
363,06:03,6,3,363,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
364,06:04,6,4,364,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
365,06:05,6,5,365,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
366,06:06,6,6,366,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
367,06:07,6,7,367,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
368,06:08,6,8,368,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
369,06:09,6,9,369,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
370,06:10,6,10,370,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
371,06:11,6,11,371,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
372,06:12,6,12,372,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
373,06:13,6,13,373,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
374,06:14,6,14,374,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
375,06:15,6,15,375,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
376,06:16,6,16,376,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
377,06:17,6,17,377,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
378,06:18,6,18,378,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
379,06:19,6,19,379,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
380,06:20,6,20,380,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
381,06:21,6,21,381,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
382,06:22,6,22,382,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
383,06:23,6,23,383,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
384,06:24,6,24,384,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
385,06:25,6,25,385,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
386,06:26,6,26,386,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
387,06:27,6,27,387,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
388,06:28,6,28,388,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
389,06:29,6,29,389,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
390,06:30,6,30,390,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
391,06:31,6,31,391,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
392,06:32,6,32,392,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
393,06:33,6,33,393,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
394,06:34,6,34,394,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
395,06:35,6,35,395,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
396,06:36,6,36,396,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
397,06:37,6,37,397,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
398,06:38,6,38,398,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
399,06:39,6,39,399,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
400,06:40,6,40,400,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
401,06:41,6,41,401,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
