step,Time,Hour,Minute,minute_of_day,fridge_kw,ac_kw,heater_kw,dehumidifier_kw,dryer_kw,lighting_kw,washer_kw,transferPump_kw,boosterPump_kw,total_power_kw,energy_kwh
189,03:09,3,9,189,0.04638028500781361,0.0,4.0,0.02,0.0,0.0,0.0,0.0,0.0,4.0663802850078135,0.06777300475013022
190,03:10,3,10,190,0.045,0.0,4.0,0.02,0.0,0.0,0.0,0.0,0.0,4.0649999999999995,0.06774999999999999
191,03:11,3,11,191,0.043660828949549195,0.0,4.0,0.02,0.0,0.0,0.0,0.0,0.0,4.063660828949549,0.06772768048249247
192,03:12,3,12,192,0.04236644243122581,0.0,4.0,0.02,0.0,0.0,0.0,0.0,0.0,4.062366442431226,0.06770610737385377
193,03:13,3,13,193,0.041120388268504886,0.0,4.0,0.02,0.0,0.0,0.0,0.0,0.0,4.061120388268504,0.06768533980447507
194,03:14,3,14,194,0.03992608180923425,0.0,4.0,0.02,0.0,0.0,0.0,0.0,0.0,4.059926081809234,0.06766543469682057
195,03:15,3,15,195,0.03878679656440357,0.0,4.0,0.02,0.0,0.0,0.0,0.0,0.0,4.058786796564403,0.06764644660940672
196,03:16,3,16,196,0.037705655235678176,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05770565523567818,0.0009617609205946363
197,03:17,3,17,197,0.036685621156290864,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05668562115629086,0.0009447603526048477
198,03:18,3,18,198,0.035729490168751585,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05572949016875159,0.0009288248361458598
199,03:19,3,19,199,0.03483988296163728,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.054839882961637276,0.0009139980493606212
200,03:20,3,20,200,0.034019237886466845,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05401923788646684,0.000900320631441114
201,03:21,3,21,201,0.033269804274348974,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05326980427434898,0.0008878300712391496
202,03:22,3,22,202,0.032593636270721975,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05259363627072197,0.0008765606045120328
203,03:23,3,23,203,0.03199258720508395,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05199258720508396,0.0008665431200847326
204,03:24,3,24,204,0.03146830451114539,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.051468304511145396,0.0008578050751857566
205,03:25,3,25,205,0.03102222521132795,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.051022225211327946,0.000850370420188799
206,03:26,3,26,206,0.030655571977985838,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05065557197798584,0.0008442595329664306
207,03:27,3,27,207,0.030369349782145873,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05036934978214587,0.0008394891630357645
208,03:28,3,28,208,0.0301643431389518,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0501643431389518,0.0008360723856491967
209,03:29,3,29,209,0.030041113957362784,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.050041113957362784,0.0008340185659560464
210,03:30,3,30,210,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0008333333333333334
211,03:31,3,31,211,0.030041113957362784,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.050041113957362784,0.0008340185659560464
212,03:32,3,32,212,0.0301643431389518,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0501643431389518,0.0008360723856491967
213,03:33,3,33,213,0.03036934978214587,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05036934978214587,0.0008394891630357645
214,03:34,3,34,214,0.030655571977985838,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05065557197798584,0.0008442595329664306
215,03:35,3,35,215,0.031022225211327942,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.051022225211327946,0.000850370420188799
216,03:36,3,36,216,0.03146830451114539,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.051468304511145396,0.0008578050751857566
217,03:37,3,37,217,0.031992587205083946,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05199258720508394,0.0008665431200847324
218,03:38,3,38,218,0.03259363627072197,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05259363627072197,0.0008765606045120328
219,03:39,3,39,219,0.03326980427434895,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05326980427434895,0.0008878300712391492
220,03:40,3,40,220,0.03401923788646684,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05401923788646684,0.000900320631441114
221,03:41,3,41,221,0.03483988296163727,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.054839882961637276,0.0009139980493606212
222,03:42,3,42,222,0.03572949016875158,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.055729490168751575,0.0009288248361458596
223,03:43,3,43,223,0.036685621156290864,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05668562115629086,0.0009447603526048477
224,03:44,3,44,224,0.037705655235678176,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05770565523567818,0.0009617609205946363
225,03:45,3,45,225,0.03878679656440357,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.08278679656440358,0.0013797799427400597
226,03:46,3,46,226,0.03992608180923423,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.08392608180923422,0.0013987680301539036
227,03:47,3,47,227,0.041120388268504886,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06112038826850488,0.0010186731378084147
228,03:48,3,48,228,0.0423664424312258,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0623664424312258,0.0010394407071870966
229,03:49,3,49,229,0.043660828949549195,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06366082894954919,0.0010610138158258199
230,03:50,3,50,230,0.04499999999999999,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06499999999999999,0.001083333333333333
231,03:51,3,51,231,0.04638028500781359,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0663802850078136,0.00110633808346356
232,03:52,3,52,232,0.047797900707726,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.067797900707726,0.0011299650117954333
233,03:53,3,53,233,0.04924896151364098,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06924896151364097,0.0011541493585606828
234,03:54,3,54,234,0.05072949016875157,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07072949016875157,0.0011788248361458596
235,03:55,3,55,235,0.052235428646924376,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07223542864692438,0.001203923810782073
236,03:56,3,56,236,0.0537626492754672,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0737626492754672,0.0012293774879244535
237,03:57,3,57,237,0.055306966048793066,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07530696604879307,0.0012551161008132177
238,03:58,3,58,238,0.05686414610197037,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07686414610197037,0.0012810691016995062
239,03:59,3,59,239,0.0584299213127117,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0784299213127117,0.0013071653552118618
240,04:00,4,0,240,0.3,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.34400000000000003,0.005733333333333333
241,04:01,4,1,241,0.3,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.34400000000000003,0.005733333333333333
242,04:02,4,2,242,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
243,04:03,4,3,243,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
244,04:04,4,4,244,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
245,04:05,4,5,245,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
246,04:06,4,6,246,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
247,04:07,4,7,247,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
248,04:08,4,8,248,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
249,04:09,4,9,249,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
250,04:10,4,10,250,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
251,04:11,4,11,251,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
252,04:12,4,12,252,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
253,04:13,4,13,253,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
254,04:14,4,14,254,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
255,04:15,4,15,255,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
256,04:16,4,16,256,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
257,04:17,4,17,257,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
258,04:18,4,18,258,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
259,04:19,4,19,259,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.005333333333333333
260,04:20,4,20,260,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
261,04:21,4,21,261,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
262,04:22,4,22,262,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
263,04:23,4,23,263,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
264,04:24,4,24,264,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
265,04:25,4,25,265,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
266,04:26,4,26,266,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
267,04:27,4,27,267,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
268,04:28,4,28,268,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
269,04:29,4,29,269,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
270,04:30,4,30,270,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
271,04:31,4,31,271,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
272,04:32,4,32,272,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
273,04:33,4,33,273,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
274,04:34,4,34,274,0.005,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.025,0.0004166666666666667
275,04:35,4,35,275,0.08897777478867205,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10897777478867206,0.0018162962464778676
276,04:36,4,36,276,0.0885316954888546,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10853169548885461,0.0018088615914809102
277,04:37,4,37,277,0.08800741279491606,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10800741279491606,0.0018001235465819343
278,04:38,4,38,278,0.08740636372927803,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10740636372927803,0.0017901060621546337
279,04:39,4,39,279,0.08673019572565105,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10673019572565105,0.0017788365954275176
280,04:40,4,40,280,0.08598076211353316,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10598076211353316,0.0017663460352255527
281,04:41,4,41,281,0.08516011703836271,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10516011703836271,0.0017526686173060452
282,04:42,4,42,282,0.08427050983124844,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10427050983124844,0.0017378418305208072
283,04:43,4,43,283,0.08331437884370914,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10331437884370914,0.001721906314061819
284,04:44,4,44,284,0.08229434476432183,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10229434476432184,0.0017049057460720306
285,04:45,4,45,285,0.08121320343559643,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.12521320343559644,0.0020868867239266075
286,04:46,4,46,286,0.08007391819076574,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.12407391819076574,0.0020678986365127625
287,04:47,4,47,287,0.07887961173149512,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09887961173149512,0.001647993528858252
288,04:48,4,48,288,0.0776335575687742,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0976335575687742,0.00162722595947957
289,04:49,4,49,289,0.07633917105045082,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09633917105045083,0.0016056528508408472
290,04:50,4,50,290,0.075,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.095,0.0015833333333333333
291,04:51,4,51,291,0.0736197149921864,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09361971499218641,0.0015603285832031068
292,04:52,4,52,292,0.072202099292274,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.092202099292274,0.0015367016548712333
293,04:53,4,53,293,0.07075103848635902,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09075103848635903,0.0015125173081059838
294,04:54,4,54,294,0.06927050983124844,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08927050983124844,0.0014878418305208075
295,04:55,4,55,295,0.06776457135307562,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08776457135307562,0.0014627428558845936
296,04:56,4,56,296,0.06623735072453277,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08623735072453277,0.0014372891787422129
297,04:57,4,57,297,0.06469303395120693,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08469303395120693,0.0014115505658534489
298,04:58,4,58,298,0.06313585389802961,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08313585389802962,0.0013855975649671602
299,04:59,4,59,299,0.06157007868728833,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08157007868728833,0.0013595013114548055
300,05:00,5,0,300,0.060000000000000005,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.10400000000000001,0.0017333333333333335
301,05:01,5,1,301,0.05842992131271169,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.1024299213127117,0.0017071653552118615
302,05:02,5,2,302,0.056864146101970395,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0768641461019704,0.0012810691016995066
303,05:03,5,3,303,0.05530696604879308,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07530696604879308,0.0012551161008132181
304,05:04,5,4,304,0.05376264927546723,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07376264927546723,0.001229377487924454
305,05:05,5,5,305,0.05223542864692439,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0722354286469244,0.0012039238107820732
306,05:06,5,6,306,0.05072949016875157,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07072949016875157,0.0011788248361458596
307,05:07,5,7,307,0.049248961513640985,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06924896151364099,0.001154149358560683
308,05:08,5,8,308,0.04779790070772601,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06779790070772601,0.0011299650117954335
309,05:09,5,9,309,0.04638028500781361,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06638028500781361,0.0011063380834635602
310,05:10,5,10,310,0.045,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.065,0.0010833333333333333
311,05:11,5,11,311,0.043660828949549195,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06366082894954919,0.0010610138158258199
312,05:12,5,12,312,0.04236644243122581,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06236644243122581,0.0010394407071870968
313,05:13,5,13,313,0.041120388268504886,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06112038826850488,0.0010186731378084147
314,05:14,5,14,314,0.03992608180923425,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.059926081809234255,0.0009987680301539043
315,05:15,5,15,315,0.03878679656440357,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05878679656440357,0.0009797799427400595
316,05:16,5,16,316,0.037705655235678176,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05770565523567818,0.0009617609205946363
317,05:17,5,17,317,0.036685621156290864,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05668562115629086,0.0009447603526048477
318,05:18,5,18,318,0.035729490168751585,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05572949016875159,0.0009288248361458598
319,05:19,5,19,319,0.03483988296163728,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.054839882961637276,0.0009139980493606212
320,05:20,5,20,320,0.034019237886466845,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05401923788646684,0.000900320631441114
321,05:21,5,21,321,0.033269804274348974,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05326980427434898,0.0008878300712391496
322,05:22,5,22,322,0.032593636270721975,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05259363627072197,0.0008765606045120328
323,05:23,5,23,323,0.03199258720508395,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05199258720508396,0.0008665431200847326
324,05:24,5,24,324,0.03146830451114539,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.051468304511145396,0.0008578050751857566
325,05:25,5,25,325,0.03102222521132795,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.051022225211327946,0.000850370420188799
326,05:26,5,26,326,0.030655571977985838,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05065557197798584,0.0008442595329664306
327,05:27,5,27,327,0.030369349782145873,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05036934978214587,0.0008394891630357645
328,05:28,5,28,328,0.0301643431389518,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0501643431389518,0.0008360723856491967
329,05:29,5,29,329,0.030041113957362784,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.050041113957362784,0.0008340185659560464
330,05:30,5,30,330,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0008333333333333334
331,05:31,5,31,331,0.030041113957362784,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.050041113957362784,0.0008340185659560464
332,05:32,5,32,332,0.0301643431389518,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0501643431389518,0.0008360723856491967
333,05:33,5,33,333,0.03036934978214587,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05036934978214587,0.0008394891630357645
334,05:34,5,34,334,0.030655571977985838,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05065557197798584,0.0008442595329664306
335,05:35,5,35,335,0.031022225211327942,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.051022225211327946,0.000850370420188799
336,05:36,5,36,336,0.03146830451114539,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.051468304511145396,0.0008578050751857566
337,05:37,5,37,337,0.031992587205083946,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05199258720508394,0.0008665431200847324
338,05:38,5,38,338,0.03259363627072197,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05259363627072197,0.0008765606045120328
339,05:39,5,39,339,0.03326980427434895,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05326980427434895,0.0008878300712391492
340,05:40,5,40,340,0.03401923788646684,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05401923788646684,0.000900320631441114
341,05:41,5,41,341,0.03483988296163727,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.054839882961637276,0.0009139980493606212
342,05:42,5,42,342,0.03572949016875158,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.055729490168751575,0.0009288248361458596
343,05:43,5,43,343,0.036685621156290864,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05668562115629086,0.0009447603526048477
344,05:44,5,44,344,0.037705655235678176,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05770565523567818,0.0009617609205946363
345,05:45,5,45,345,0.03878679656440357,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.08278679656440358,0.0013797799427400597
346,05:46,5,46,346,0.03992608180923423,0.0,0.0,0.02,0.0,0.024,0.0,0.0,0.0,0.08392608180923422,0.0013987680301539036
347,05:47,5,47,347,0.041120388268504886,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06112038826850488,0.0010186731378084147
348,05:48,5,48,348,0.0423664424312258,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0623664424312258,0.0010394407071870966
349,05:49,5,49,349,0.043660828949549195,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06366082894954919,0.0010610138158258199
350,05:50,5,50,350,0.04499999999999999,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06499999999999999,0.001083333333333333
351,05:51,5,51,351,0.04638028500781359,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0663802850078136,0.00110633808346356
352,05:52,5,52,352,0.047797900707726,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.067797900707726,0.0011299650117954333
353,05:53,5,53,353,0.04924896151364098,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06924896151364097,0.0011541493585606828
354,05:54,5,54,354,0.05072949016875157,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07072949016875157,0.0011788248361458596
355,05:55,5,55,355,0.052235428646924376,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07223542864692438,0.001203923810782073
356,05:56,5,56,356,0.0537626492754672,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0737626492754672,0.0012293774879244535
357,05:57,5,57,357,0.055306966048793066,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07530696604879307,0.0012551161008132177
358,05:58,5,58,358,0.05686414610197037,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07686414610197037,0.0012810691016995062
359,05:59,5,59,359,0.0584299213127117,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0784299213127117,0.0013071653552118618
360,06:00,6,0,360,0.06,0.0,0.0,0.02,0.0,0.10895313123276772,0.0,0.0,0.0,0.18895313123276772,0.003149218853879462
361,06:01,6,1,361,0.061570078687288324,0.0,0.0,0.02,0.0,0.1140924787444329,0.0,0.0,0.0,0.19566255743172123,0.0032610426238620202
362,06:02,6,2,362,0.0631358538980296,0.0,0.0,0.02,0.0,0.11157670491552445,0.0,0.0,0.0,0.19471255881355404,0.003245209313559234
363,06:03,6,3,363,0.06469303395120693,0.0,0.0,0.02,0.0,0.11344964920779468,0.0,0.0,0.0,0.19814268315900163,0.003302378052650027
364,06:04,6,4,364,0.06623735072453277,0.0,0.0,0.02,0.0,0.10065706815022508,0.0,0.0,0.0,0.18689441887475786,0.0031149069812459644
365,06:05,6,5,365,0.06776457135307562,0.0,0.0,0.02,0.0,0.10959344823160438,0.0,0.0,0.0,0.19735801958468002,0.0032893003264113335
366,06:06,6,6,366,0.06927050983124841,0.0,0.0,0.02,0.0,0.1072621475661279,0.0,0.0,0.0,0.1965326573973763,0.0032755442899562717
367,06:07,6,7,367,0.07075103848635901,0.0,0.0,0.02,0.0,0.10714080557454272,0.0,0.0,0.0,0.19789184406090174,0.003298197401015029
368,06:08,6,8,368,0.072202099292274,0.0,0.0,0.02,0.0,0.10407684255643072,0.0,0.0,0.0,0.19627894184870473,0.003271315697478412
369,06:09,6,9,369,0.0736197149921864,0.0,0.0,0.02,0.0,0.10898230613017108,0.0,0.0,0.0,0.20260202112235748,0.0033767003520392912
370,06:10,6,10,370,0.075,0.0,0.0,0.02,0.0,0.10383000283364532,0.0,0.0,0.0,0.19883000283364533,0.003313833380560755
371,06:11,6,11,371,0.07633917105045081,0.0,0.0,0.02,0.0,0.10213390047918293,0.0,0.0,0.0,0.19847307152963373,0.0033078845254938954
372,06:12,6,12,372,0.0776335575687742,0.0,0.0,0.02,0.0,0.10572906985498524,0.0,0.0,0.0,0.20336262742375943,0.003389377123729324
373,06:13,6,13,373,0.07887961173149512,0.0,0.0,0.02,0.0,0.11024339170875103,0.0,0.0,0.0,0.20912300344024615,0.003485383390670769
374,06:14,6,14,374,0.08007391819076574,0.0,0.0,0.02,0.0,0.11114747359979404,0.0,0.0,0.0,0.2112213917905598,0.0035203565298426633
375,06:15,6,15,375,0.08121320343559643,0.0,0.0,0.02,0.0,0.11119327012235831,0.0,0.0,0.0,0.21240647355795475,0.003540107892632579
376,06:16,6,16,376,0.08229434476432182,0.0,0.0,0.02,0.0,0.1030608318051637,0.0,0.0,0.0,0.20535517656948554,0.0034225862761580925
377,06:17,6,17,377,0.08331437884370912,0.0,0.0,0.02,0.0,0.11193115197687661,0.0,0.0,0.0,0.21524553082058573,0.0035874255136764286
378,06:18,6,18,378,0.08427050983124844,0.0,0.0,0.02,0.0,0.10518982161564838,0.0,0.0,0.0,0.20946033144689682,0.003491005524114947
379,06:19,6,19,379,0.08516011703836271,0.0,0.0,0.02,0.0,0.10895697146622568,0.0,0.0,0.0,0.21411708850458838,0.0035686181417431398
380,06:20,6,20,380,0.08598076211353316,0.0,0.0,0.02,0.0,0.10060466019023455,0.0,0.0,0.0,0.2065854223037677,0.0034430903717294617
381,06:21,6,21,381,0.08673019572565104,0.0,0.0,0.02,0.0,0.10777903166589978,0.0,0.0,0.0,0.21450922739155082,0.0035751537898591804
382,06:22,6,22,382,0.08740636372927803,0.0,0.0,0.02,0.0,0.10815035301393676,0.0,0.0,0.0,0.2155567167432148,0.003592611945720247
383,06:23,6,23,383,0.08800741279491606,0.0,0.0,0.02,0.0,0.10321992933806877,0.0,0.0,0.0,0.21122734213298483,0.003520455702216414
384,06:24,6,24,384,0.0885316954888546,0.0,0.0,0.02,0.0,0.1066710482674332,0.0,0.0,0.0,0.2152027437562878,0.00358671239593813
385,06:25,6,25,385,0.08897777478867205,0.0,0.0,0.02,0.0,0.109047287125552,0.0,0.0,0.0,0.21802506191422405,0.003633751031903734
